Sentences,Label
I don&#39;t know Tag! How do your genitals make phone calls? All right? It is not a perfect world! Please go.,anger
Good.,anger
How are you&#39;? Welcome. Good to see you!,joy
"I know, he&#39;s too glamorous, but if you two start dating, then it&#39;s going to be a lot harder for me to hate him.",disgust
"Don&#39;t trust me guys, we can only see it from behind or from the neck up.",sadness
Oh wait! Stop! Stop! Stop!,joy
I see it from here. It will cost you a husband.,joy
Oh yes right there!,joy
Do you want it there? Take it there baby!,joy
Happy?! Is that what I&#39;m supposed to be Vic? Happy?,anger
Well why don&#39;t you tell me what you should be!,anger
Because I sure can&#39;t figure it out!,anger
"Guys, you make me fly! Up! All right, we&#39;ll collect it here tomorrow.",joy
"Yeah, we both auditioned for the part, and as it turned out, they liked that stupid gay thing and picked it.",anger
"I&#39;m sorry, I&#39;m sorry, I&#39;m sorry.",sadness
"Oh. It is so unexpected! I ... I um ... boy, I&#39;ll tell you it&#39;s such an honor to be nominated for a",joy
Sorry I&#39;m just thrilled to be an aunt!,joy
Hey Phoebe!,joy
Hi Pheebs!,joy
Pheebs!,joy
Good!,anger
"Nothing, I&#39;m sorry, I&#39;m just in a bad mood.",sadness
"More coffee here, please!",joy
"Well, I thought a lot about what you said, and um, I realized duh, okay maybe I was a little critical.",sadness
"Why, do I get the feeling he&#39;s not as happy as he seems No! Nooooo !!!",fear
Shut up!,anger
"Hello! Hi, I&#39;m Ross, you don&#39;t know me, but I&#39;m a big, big fan of yours. I mean,",joy
"No, don&#39;t fire him so quickly.",fear
Ehm no.,fear
Hey Pheebs!,joy
"Yes, he couldn&#39;t live without Chan Love.",joy
"Ohh, get a room.",disgust
I know. Use it.,disgust
I&#39;m sorry.,sadness
"Now, look, I deserve to know where I&#39;m from.",anger
"So if you can help me find my dad, you should!",anger
"Otherwise, you&#39;re just bad!",anger
So just tell me the truth!,anger
"And I&#39;m very sorry, but I don&#39;t know where your father is, and that&#39;s the truth.",sadness
Oh.,sadness
"You know, I wanted to tell you yesterday, but I just felt a little tired and ...",sadness
"Okay, I&#39;m not English.",sadness
I&#39;m sorry.,sadness
"Okay, okay, I only have one thought! This is the sexy nanny, I have to see her!",joy
Done!,joy
Let&#39;s get it inside!,joy
You are steel!,joy
And the fat girl inside of me really wants to go.,joy
"Oh come on man, you can dance with my partner, it&#39;s real, uh, sweet!",anger
"Ross, get over it! It&#39;s not that he hates you.",anger
and I,sadness
"Ooh, Phoebe is here! Ok, let&#39;s turn off all the lights and watch the movie!",joy
"All right. Hey, ooh, nice sheets!",joy
"Oh, do you like it? Do you want to know where I got it?",joy
Sure!,joy
"Did you buy the sheets at the flea market? Ross come on, you need to loosen the laces on your bag a little.",disgust
Thanks!,joy
Ugly naked guy lays the kitchen tiles. Eww!,disgust
"Eww! Look, I&#39;m asking a favor here. If I do this for her brother, maybe Angela will come back to me.",disgust
"I know, but I made a big mistake. I should never have broken up with her. You will help me? Please?",sadness
"So honey, this morning was fun, huh? I jumped on you in the shower.",joy
Yes! And maybe someday we might find a house with two bathrooms.,joy
Carol our sex life is ... it doesn&#39;t work,sadness
Hey little friend!,joy
"Hey, why don&#39;t you show dad how you can put your shoes on in your room!",joy
Estate!,joy
Estate!,joy
Estate!,joy
Good!,disgust
I love that idea!,joy
"Ehi, Sophie!",joy
"Oh, some idiot customer put a suggestion in the suggestion box.",anger
Hey!,joy
Hey!,joy
Hey!,joy
"Oh, I&#39;m sorry, oh, I thought we could whip them up and then add some peas and onions.",sadness
"Well, because then they would be like my mother did, you know, before she died.",sadness
"Ok, I don&#39;t understand!",anger
I understand perfectly!,joy
Great. It&#39;s gym class again.,disgust
"Ooh, and it&#39;s so cool to have this little sink here ...",joy
"Oh, isn&#39;t that cute? It&#39;s so quiet, I could stay here all day.",joy
Open the curtains! Open the curtains!,joy
I am so happy we have connecting rooms!,joy
The sun has come out!,joy
Nooo!,sadness
Damn!,anger
"Oh, that&#39;s a shame. I saved a little. Uh, are you sure there are no studies I can participate in?",sadness
Sorry.,sadness
Yes he has it! I made cookies!,joy
"You know, there&#39;s still the monkey smell inside.",disgust
And!,joy
"God, Ross has a date with your sister! How weird is that ?!",disgust
He&#39;s taking off her coat!,disgust
"Oh, this is just terrible.",disgust
You are disgusting!!,anger
What?!,anger
"Ok, the breakup is still going on!",anger
"Look, I understand if you came to beat me, I deserve it.",sadness
Oh uh ... I actually came here to ask you out.,fear
"Oh! Wow! Uh, yeah! Sounds good. I&#39;ll put it back in my pocket, pretend",joy
Sure!,joy
Horny slut. No! You are a horny bitch! Noooo! You are the horny bitch! No! You are a horny bitch!,anger
"Patrick and I had such a good time last night! I mean, I think this could possibly turn into something serious.",joy
Honey! Dinner is ready!,joy
What did my little chef give me tonight?,joy
Your favorite!,joy
"Ho-ho-ho, fried stuff with cheese!",joy
Yup! It&#39;s a lot!,joy
Thanks sweety. Give me some sugar here. All right.,joy
OK let&#39;s go.,joy
Here we are! Here we are! Here we are! How are you&#39;?,joy
Close? He has his tongue in his ear.,disgust
"Joey, this is sick, this is disgusting, is, it&#39;s not really true, is it?",disgust
"Oh my God, what were you thinking?",disgust
I&#39;m out here.,disgust
Hello! A wedding please!,joy
"Yes, we want to get married!",joy
STUPID! Dum-dum-dum! STUPID! STUPID! STUPID! Dum-dum-dum!,joy
All right! This is! We will get married!,joy
"Well, hello, Mrs. Ross!",joy
"Well, hello, Mr. Rachel!",joy
Yup! Totally!,joy
Oh! Thanks! Thanks! Thanks! Yup! Thanks!,joy
"You ... won&#39;t believe it! Joshua walked into work today, and guess what happened?",joy
Naughty!,joy
"Okay, okay, okay should I be afraid?",fear
I want that place so badly !!,joy
There are twelve dollars that I will never see again!,disgust
Hi Chandler! I miss you already.,sadness
"Ok, have you seen it ?! With the appropriate and the pinch !!",disgust
"Ross, umm, you&#39;ve been there a long time. I&#39;m starting to get a little out of my mind.",fear
Ready? Fight!,joy
"Can we please focus here, a naked man&#39;s life hangs in the balance!",fear
And alive! And alive!!!,joy
"Still, we&#39;re still teasing him.",disgust
"Including umm, bad bitch and uh, sick bastard.",disgust
No!,anger
"Don&#39;t look at her, sick bastard!",anger
Honey I swear! I wasn&#39;t looking at it!,fear
"He is in labor! You like this, you sick son of a bitch!",anger
To see? To see? It was because you were looking for a fat pervert!,anger
Hey! Do you want to live to see your baby ?!,anger
"Don&#39;t talk to my husband like that, you stupid bastard!",anger
Yup!,joy
Oh sure!,joy
"Definitely! Phoebe, you won&#39;t find a single host of a game that I can&#39;t kick ass.",joy
Say that!,joy
Say we are unagi!,joy
Say that!,joy
"Yes, but you can&#39;t tell anyone! Nobody knows!",joy
No-no-no-no-no! You can not!,fear
"Please? Please?! We just don&#39;t want to bother telling everyone, okay? Just promise you won&#39;t tell.",fear
"I know, it&#39;s great!",joy
"Aww, I don&#39;t want to see it!",disgust
What we will do? What we will do?,fear
Sì! Whew!,joy
"Great soap opera that plays tonight to all, the class has been closed.",joy
"Well, now I&#39;m going to my new apartment. Ehh!",joy
"Oh, hey guys!",joy
"No, don&#39;t look at them directly!",fear
"This is your grandmother&#39;s engagement ring, I want you to give it to Rachel.",joy
Just listen to me!,fear
"Maybe this would have happened if I was more nourishing, or paid more attention, or I ... had a womb.",sadness
"I know no, no, you know you don&#39;t deserve it, not Ross.",sadness
"You are, you really are, you are so good.",sadness
Thanks.,sadness
"Hello. I just talked to Joanna and she loves you. You got it, you got the job.",joy
Yup.,joy
Congratu !! -lations-lations.,joy
I can&#39;t believe I did! What an idiot!,anger
Apparently you are not very good!,anger
Because the universe cares!,joy
The whole universe!,joy
I really wish they were just a little interested though.,sadness
This is a strange place.,fear
"I like this. It seems to say, &quot;I love you and that&#39;s why I have to kill you.&quot;",joy
"They can&#39;t all be bad. Find the one where you make your bedroom eyes. Ohh, there he is.",joy
I&#39;m really enjoying it!,joy
"Hey, uh, I don&#39;t mean to be presumptuous but I have these two tickets to the ballroom finals tomorrow night, if you wanna go?",fear
"Yeah, I ... well, I mean I mean I missed the semifinals, so I would have missed it.",sadness
You will have very hairy children.,disgust
Phoebe! Don&#39;t put ideas in his head!,anger
Damn Phoebe !!,anger
Why does it keep happening to me?,anger
"Look, I just lost my other job.",sadness
You have no idea how much he needs it.,sadness
"Please help me, for the sake of the old days.",sadness
This poor boy has been in a coma for five years. It is hopeless.,sadness
"It is not hopeless! Dr. Stryker Ramoray works wonders. Look, here he comes.",joy
I&#39;m back baby! Hahaha!,joy
That guy really kicked me hard on the plane.,anger
He took my snack!,anger
I&#39;m not in it anymore!,anger
"Well, I told you not to walk. Here. There. All right.",anger
Obviously! Only an idiot would wear this stuff if I didn&#39;t have a car! Right?,anger
Don&#39;t call us that!,anger
The judge didn&#39;t let us get an annulment! Now we have to divorce !! Did he throw up a Porsch on you?,anger
Hey honey!,joy
Hey!,joy
"Oh it&#39;s so sweet! Listen Chandler, I don&#39;t care if you can&#39;t cry, I love you.",joy
What kind of father do you think I am?,anger
"Yes, and they came all day. They love it!",joy
Do they love my candies? Oh God!!! I need to do more !!,joy
Ross! The neighbors ate all my candy !!,joy
You like?,joy
And there is dad!,joy
Right where we have been looking all night!,joy
He&#39;s so cute!,joy
"Oh, George, baby, drop the towel!",joy
"Yes, drop it! Drop the towel! Please drop the —— wowww.",joy
"I have to tell you, Bob is great.",joy
"Yes, isn&#39;t it?",joy
"It&#39;s so good to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",joy
Do you know what else? It&#39;s amazing in bed.,joy
"That&#39;s right, and that&#39;s why we celebrate Hanukkah today. The end.",joy
Awesome!,joy
Hey!,joy
"Come on, come on, we&#39;re-we&#39;re-lighting the candles!",joy
I&#39;m quitting !! Woo-hoo! I&#39;m fine!! I&#39;m fine!!,joy
"Listen, can you promise me you won&#39;t tell him?",fear
"For God&#39;s sake, will you let it go? There is no Rachel!",anger
"Oh, thank you, honey.",joy
No problem. I can&#39;t wait for you to meet my friends.,joy
Don&#39;t you think they&#39;ll judge me and mock me?,fear
Do you have respect for your body?,disgust
Don&#39;t you realize what you are doing to yourself?,disgust
"Hey, you know, I&#39;ve had it with you guys and your cancer, your emphysema and your heart disease.",anger
"Hey, man, what&#39;s up!",joy
"Well, alright, thanks!",joy
"God, he&#39;s good.",joy
"III was being selfish, even if we want the same things now, in the future we may not.",sadness
"Right, not just that. Umm, even if we love each other as much as we love each other, nonetheless",sadness
"Nonetheless. Umm, you&#39;re too young to really know what you want.",sadness
A little ... spooky with no lights.,fear
Bwah-hah-hah!,joy
You wiped them out!,joy
"Oh, I can&#39;t tell you how cool it was to look at the crowd and see your face!",joy
"No, it&#39;s okay! It made me feel like a rock star!",joy
Hey!,joy
"Du-du-I wrote it, I wrote it on the board!",fear
Absolutely!,joy
I&#39;m so on board!,joy
"Oh sure, every Sunday night I tell myself I&#39;ll stop but every Monday morning is like",disgust
Well then let&#39;s stop! Let&#39;s just stop! Let&#39;s all stop!,joy
Absolutely!,joy
We can help each other!,joy
We could be like the Patch Sisters!,joy
"Oh you know, we really should stop. Ok, let&#39;s stop!",joy
Yup! Great! Give me those cigarettes! Give it to him! Give it to him!,joy
My late husband gave me that lighter. I am not joking.,sadness
"Oh, hey, don&#39;t do this! Cut it out!",anger
It&#39;s worse than the thumb!,disgust
"Hey, that&#39;s so unfair!",anger
Big deal!,anger
"I mean, what the hell is that thing?",disgust
"Oh, &quot;you do, right&quot;?",anger
Ohh-ho-hooohhh. The hair comes out and they put on gloves.,anger
Awww! Mel Torme is dead.,sadness
Aw! It means that the,sadness
"Yes, I don&#39;t like that word.",disgust
Yoo-hoo! Aaron Litman-Neurolic would like to say goodbye to his future bride.,joy
"Ohhh! Wow! It takes your breath away, right?",joy
"Oh well that&#39;s what I thought of my first husband, now I&#39;m lucky if my son gets to spend the weekend with his dad, the twins and little Mrs New Boobs.",disgust
It&#39;s not fair Ross that we got here first!,anger
"Oh, what&#39;s wrong with me lately?",sadness
Ugh!,disgust
I do not know what I&#39;ll do!,fear
I called the company he sent and they don&#39;t care!,anger
Hey guys!,joy
Hey!,joy
"Just wanted to thank you again for last night, what a great party!",joy
And the guys from work had a lot of fun.,joy
Oh absolutely! It has been in my family for generations and every bride who has worn it has had a long and happy life.,joy
Thanks a lot.,joy
"Oh, don&#39;t thank me, thanks to the jerk who never showed up. Okay, I have to go to work.",anger
"Yes, that&#39;s what I drive. I make four dollars an hour, I&#39;ve saved for 350 years!",disgust
Great! Thanks.,joy
We have fun.,joy
"We laugh, we play.",joy
It is as if we are father and son.,joy
"Honey, relax. Ross is great with him. Don&#39;t look so surprised. I am a lovely person.",joy
"Oh, that&#39;s so cute.",joy
